rank,keyword,category,collected_at
1,원피스,패션의류>여성의류,2026-08-06T11:13:55
2,여름원피스,패션의류>여성의류,2026-08-06T11:13:55
3,블라우스,패션의류>여성의류,2026-08-06T11:13:55
4,플리츠원피스,패션의류>여성의류,2026-08-06T11:13:55
5,시슬리원피스,패션의류>여성의류,2026-08-06T11:13:55
6,잇미샤원피스,패션의류>여성의류,2026-08-06T11:13:55
7,에고이스트,패션의류>여성의류,2026-08-06T11:13:55
8,에고이스트원피스,패션의류>여성의류,2026-08-06T11:13:55
9,베네통원피스,패션의류>여성의류,2026-08-06T11:13:55
10,여성원피스,패션의류>여성의류,2026-08-06T11:13:55
11,올리비아로렌,패션의류>여성의류,2026-08-06T11:13:55
12,듀엘원피스,패션의류>여성의류,2026-08-06T11:13:55
13,여성반바지,패션의류>여성의류,2026-08-06T11:13:55
14,여름가디건,패션의류>여성의류,2026-08-06T11:13:55
15,지고트원피스,패션의류>여성의류,2026-08-06T11:13:55
16,쉬즈미스원피스,패션의류>여성의류,2026-08-06T11:13:55
17,샤틴원피스,패션의류>여성의류,2026-08-06T11:13:55
18,여름블라우스,패션의류>여성의류,2026-08-06T11:13:55
19,티셔츠,패션의류>여성의류,2026-08-06T11:13:55
20,린넨원피스,패션의류>여성의류,2026-08-06T11:13:55
21,써스데이아일랜드원피스,패션의류>여성의류,2026-08-06T11:13:55
22,잇미샤,패션의류>여성의류,2026-08-06T11:13:55
23,쉬폰원피스,패션의류>여성의류,2026-08-06T11:13:55
24,제시뉴욕,패션의류>여성의류,2026-08-06T11:13:55
25,자라,패션의류>여성의류,2026-08-06T11:13:55
26,써스데이아일랜드,패션의류>여성의류,2026-08-06T11:13:55
27,bcbg원피스,패션의류>여성의류,2026-08-06T11:13:55
28,리스트원피스,패션의류>여성의류,2026-08-06T11:13:55
29,리스트블라우스,패션의류>여성의류,2026-08-06T11:13:55
30,써스데이원피스,패션의류>여성의류,2026-08-06T11:13:55
31,여성블라우스,패션의류>여성의류,2026-08-06T11:13:55
32,모조에스핀,패션의류>여성의류,2026-08-06T11:13:55
33,블라우스/셔츠,패션의류>여성의류,2026-08-06T11:13:55
34,모조에스핀원피스,패션의류>여성의류,2026-08-06T11:13:55
35,럭키슈에뜨원피스,패션의류>여성의류,2026-08-06T11:13:55
36,민소매원피스,패션의류>여성의류,2026-08-06T11:13:55
37,카프리팬츠,패션의류>여성의류,2026-08-06T11:13:55
38,바스락원피스,패션의류>여성의류,2026-08-06T11:13:55
39,플리츠미원피스,패션의류>여성의류,2026-08-06T11:13:55
40,온앤온원피스,패션의류>여성의류,2026-08-06T11:13:55
