rank,keyword,category,collected_at
1,원피스,패션의류>여성의류,2026-07-29T14:20:18
2,여름원피스,패션의류>여성의류,2026-07-29T14:20:18
3,블라우스,패션의류>여성의류,2026-07-29T14:20:18
4,플리츠원피스,패션의류>여성의류,2026-07-29T14:20:18
5,시슬리원피스,패션의류>여성의류,2026-07-29T14:20:18
6,잇미샤원피스,패션의류>여성의류,2026-07-29T14:20:18
7,에고이스트,패션의류>여성의류,2026-07-29T14:20:18
8,여름가디건,패션의류>여성의류,2026-07-29T14:20:18
9,에고이스트원피스,패션의류>여성의류,2026-07-29T14:20:18
10,듀엘원피스,패션의류>여성의류,2026-07-29T14:20:18
11,올리비아로렌,패션의류>여성의류,2026-07-29T14:20:18
12,여름블라우스,패션의류>여성의류,2026-07-29T14:20:18
13,여성원피스,패션의류>여성의류,2026-07-29T14:20:18
14,베네통원피스,패션의류>여성의류,2026-07-29T14:20:18
15,여성반바지,패션의류>여성의류,2026-07-29T14:20:18
16,샤틴원피스,패션의류>여성의류,2026-07-29T14:20:18
17,쉬즈미스원피스,패션의류>여성의류,2026-07-29T14:20:18
18,지고트원피스,패션의류>여성의류,2026-07-29T14:20:18
19,티셔츠,패션의류>여성의류,2026-07-29T14:20:18
20,잇미샤,패션의류>여성의류,2026-07-29T14:20:18
21,써스데이아일랜드원피스,패션의류>여성의류,2026-07-29T14:20:18
22,자라,패션의류>여성의류,2026-07-29T14:20:18
23,쉬폰원피스,패션의류>여성의류,2026-07-29T14:20:18
24,린넨원피스,패션의류>여성의류,2026-07-29T14:20:18
25,제시뉴욕,패션의류>여성의류,2026-07-29T14:20:18
26,여성블라우스,패션의류>여성의류,2026-07-29T14:20:18
27,bcbg원피스,패션의류>여성의류,2026-07-29T14:20:18
28,써스데이아일랜드,패션의류>여성의류,2026-07-29T14:20:18
29,블라우스/셔츠,패션의류>여성의류,2026-07-29T14:20:18
30,리스트블라우스,패션의류>여성의류,2026-07-29T14:20:18
31,리스트원피스,패션의류>여성의류,2026-07-29T14:20:18
32,써스데이원피스,패션의류>여성의류,2026-07-29T14:20:18
33,스커트,패션의류>여성의류,2026-07-29T14:20:18
34,여성여름가디건,패션의류>여성의류,2026-07-29T14:20:18
35,카프리팬츠,패션의류>여성의류,2026-07-29T14:20:18
36,바스락원피스,패션의류>여성의류,2026-07-29T14:20:18
37,모조에스핀,패션의류>여성의류,2026-07-29T14:20:18
38,럭키슈에뜨원피스,패션의류>여성의류,2026-07-29T14:20:18
39,반팔블라우스,패션의류>여성의류,2026-07-29T14:20:18
40,시슬리,패션의류>여성의류,2026-07-29T14:20:18
