rank,keyword,category,collected_at
1,원피스,패션의류>여성의류,2026-07-28T11:18:56
2,여름원피스,패션의류>여성의류,2026-07-28T11:18:56
3,블라우스,패션의류>여성의류,2026-07-28T11:18:56
4,플리츠원피스,패션의류>여성의류,2026-07-28T11:18:56
5,시슬리원피스,패션의류>여성의류,2026-07-28T11:18:56
6,잇미샤원피스,패션의류>여성의류,2026-07-28T11:18:56
7,에고이스트,패션의류>여성의류,2026-07-28T11:18:56
8,여름가디건,패션의류>여성의류,2026-07-28T11:18:56
9,에고이스트원피스,패션의류>여성의류,2026-07-28T11:18:56
10,여름블라우스,패션의류>여성의류,2026-07-28T11:18:56
11,올리비아로렌,패션의류>여성의류,2026-07-28T11:18:56
12,듀엘원피스,패션의류>여성의류,2026-07-28T11:18:56
13,여성원피스,패션의류>여성의류,2026-07-28T11:18:56
14,베네통원피스,패션의류>여성의류,2026-07-28T11:18:56
15,샤틴원피스,패션의류>여성의류,2026-07-28T11:18:56
16,여성반바지,패션의류>여성의류,2026-07-28T11:18:56
17,쉬즈미스원피스,패션의류>여성의류,2026-07-28T11:18:56
18,지고트원피스,패션의류>여성의류,2026-07-28T11:18:56
19,티셔츠,패션의류>여성의류,2026-07-28T11:18:56
20,잇미샤,패션의류>여성의류,2026-07-28T11:18:56
21,써스데이아일랜드원피스,패션의류>여성의류,2026-07-28T11:18:56
22,자라,패션의류>여성의류,2026-07-28T11:18:56
23,쉬폰원피스,패션의류>여성의류,2026-07-28T11:18:56
24,제시뉴욕,패션의류>여성의류,2026-07-28T11:18:56
25,린넨원피스,패션의류>여성의류,2026-07-28T11:18:56
26,여성블라우스,패션의류>여성의류,2026-07-28T11:18:56
27,블라우스/셔츠,패션의류>여성의류,2026-07-28T11:18:56
28,써스데이아일랜드,패션의류>여성의류,2026-07-28T11:18:56
29,리스트블라우스,패션의류>여성의류,2026-07-28T11:18:56
30,bcbg원피스,패션의류>여성의류,2026-07-28T11:18:56
31,써스데이원피스,패션의류>여성의류,2026-07-28T11:18:56
32,리스트원피스,패션의류>여성의류,2026-07-28T11:18:56
33,여성여름가디건,패션의류>여성의류,2026-07-28T11:18:56
34,스커트,패션의류>여성의류,2026-07-28T11:18:56
35,카프리팬츠,패션의류>여성의류,2026-07-28T11:18:56
36,모조에스핀,패션의류>여성의류,2026-07-28T11:18:56
37,럭키슈에뜨원피스,패션의류>여성의류,2026-07-28T11:18:56
38,바스락원피스,패션의류>여성의류,2026-07-28T11:18:56
39,시슬리,패션의류>여성의류,2026-07-28T11:18:56
40,반팔블라우스,패션의류>여성의류,2026-07-28T11:18:56
