rank,keyword,category,collected_at
1,원피스,패션의류>여성의류,2026-08-25T04:09:41
2,블라우스,패션의류>여성의류,2026-08-25T04:09:41
3,여름원피스,패션의류>여성의류,2026-08-25T04:09:41
4,플리츠원피스,패션의류>여성의류,2026-08-25T04:09:41
5,잇미샤원피스,패션의류>여성의류,2026-08-25T04:09:41
6,시슬리원피스,패션의류>여성의류,2026-08-25T04:09:41
7,에고이스트,패션의류>여성의류,2026-08-25T04:09:41
8,올리비아로렌,패션의류>여성의류,2026-08-25T04:09:41
9,지고트원피스,패션의류>여성의류,2026-08-25T04:09:41
10,듀엘원피스,패션의류>여성의류,2026-08-25T04:09:41
11,베네통원피스,패션의류>여성의류,2026-08-25T04:09:41
12,쉬즈미스원피스,패션의류>여성의류,2026-08-25T04:09:41
13,에고이스트원피스,패션의류>여성의류,2026-08-25T04:09:41
14,여성원피스,패션의류>여성의류,2026-08-25T04:09:41
15,모조에스핀,패션의류>여성의류,2026-08-25T04:09:41
16,제시뉴욕,패션의류>여성의류,2026-08-25T04:09:41
17,샤틴원피스,패션의류>여성의류,2026-08-25T04:09:41
18,써스데이아일랜드원피스,패션의류>여성의류,2026-08-25T04:09:41
19,써스데이아일랜드,패션의류>여성의류,2026-08-25T04:09:41
20,티셔츠,패션의류>여성의류,2026-08-25T04:09:41
21,bcbg원피스,패션의류>여성의류,2026-08-25T04:09:41
22,여성반바지,패션의류>여성의류,2026-08-25T04:09:41
23,케네스레이디원피스,패션의류>여성의류,2026-08-25T04:09:41
24,듀엘,패션의류>여성의류,2026-08-25T04:09:41
25,잇미샤,패션의류>여성의류,2026-08-25T04:09:41
26,베네통,패션의류>여성의류,2026-08-25T04:09:41
27,리스트블라우스,패션의류>여성의류,2026-08-25T04:09:41
28,써스데이원피스,패션의류>여성의류,2026-08-25T04:09:41
29,여름가디건,패션의류>여성의류,2026-08-25T04:09:41
30,시슬리,패션의류>여성의류,2026-08-25T04:09:41
31,쉬즈미스,패션의류>여성의류,2026-08-25T04:09:41
32,올리브데올리브,패션의류>여성의류,2026-08-25T04:09:41
33,럭키슈에뜨,패션의류>여성의류,2026-08-25T04:09:41
34,리스트원피스,패션의류>여성의류,2026-08-25T04:09:41
35,자라,패션의류>여성의류,2026-08-25T04:09:41
36,쉬폰원피스,패션의류>여성의류,2026-08-25T04:09:41
37,플리츠미원피스,패션의류>여성의류,2026-08-25T04:09:41
38,여성블라우스,패션의류>여성의류,2026-08-25T04:09:41
39,모조에스핀원피스,패션의류>여성의류,2026-08-25T04:09:41
40,블라우스/셔츠,패션의류>여성의류,2026-08-25T04:09:41
