rank,keyword,category,collected_at
1,크록스,패션잡화,2026-08-25T04:53:50
2,아쿠아슈즈,패션잡화,2026-08-25T04:53:50
3,양산,패션잡화,2026-08-25T04:53:50
4,슬리퍼,패션잡화,2026-08-25T04:53:50
5,에코백,패션잡화,2026-08-25T04:53:50
6,백팩,패션잡화,2026-08-25T04:53:50
7,나이키운동화,패션잡화,2026-08-25T04:53:50
8,안전화,패션잡화,2026-08-25T04:53:50
9,크로스백,패션잡화,2026-08-25T04:53:50
10,운동화,패션잡화,2026-08-25T04:53:50
11,발가락양말,패션잡화,2026-08-25T04:53:50
12,캐리어,패션잡화,2026-08-25T04:53:50
13,크록스슬리퍼,패션잡화,2026-08-25T04:53:50
14,카드지갑,패션잡화,2026-08-25T04:53:50
15,뉴발란스운동화,패션잡화,2026-08-25T04:53:50
16,스케쳐스운동화,패션잡화,2026-08-25T04:53:50
17,젤리슈즈,패션잡화,2026-08-25T04:53:50
18,아디다스운동화,패션잡화,2026-08-25T04:53:50
19,런닝화,패션잡화,2026-08-25T04:53:50
20,루이비통가방,패션잡화,2026-08-25T04:53:50
21,핏플랍샌들,패션잡화,2026-08-25T04:53:50
22,여성샌들,패션잡화,2026-08-25T04:53:50
23,샌들,패션잡화,2026-08-25T04:53:50
24,나이키슬리퍼,패션잡화,2026-08-25T04:53:50
25,아디다스슬리퍼,패션잡화,2026-08-25T04:53:50
26,코치가방,패션잡화,2026-08-25T04:53:50
27,카시오시계,패션잡화,2026-08-25T04:53:50
28,호카운동화,패션잡화,2026-08-25T04:53:50
29,오니츠카타이거,패션잡화,2026-08-25T04:53:50
30,러닝화,패션잡화,2026-08-25T04:53:50
31,핏플랍쪼리,패션잡화,2026-08-25T04:53:50
32,스케쳐스샌들,패션잡화,2026-08-25T04:53:50
33,셀린느가방,패션잡화,2026-08-25T04:53:50
34,k팔찌,패션잡화,2026-08-25T04:53:50
35,k귀걸이,패션잡화,2026-08-25T04:53:50
36,슈콤마보니샌들,패션잡화,2026-08-25T04:53:50
37,k목걸이,패션잡화,2026-08-25T04:53:50
38,가방,패션잡화,2026-08-25T04:53:50
39,여자여름샌들,패션잡화,2026-08-25T04:53:50
40,숄더백,패션잡화,2026-08-25T04:53:50
